Sample,X,f1(x),f2(x),f3(x),f4(x),S(x)
54,0.10801080108010801,0.6277441903355053,0.8937501167929677,-0.24901853823203604,-0.9992714549229037,0.2732043139735333
55,0.11001100110011001,0.6374772476041749,0.8762067619427744,-0.30934567032052873,-0.9920539422396678,0.21228439698675283
56,0.11201120112011201,0.6471096196898122,0.8574180203034537,-0.3684517122493846,-0.9771635594652255,0.15891236827865574
57,0.11401140114011402,0.6566397852249489,0.8374105970451075,-0.4261033528295393,-0.9547154736966184,0.11323155574389876
58,0.11601160116011601,0.6660662389849435,0.8162129294974764,-0.4820730218773645,-0.9248833057810254,0.07532284082402996
59,0.11801180118011802,0.6753874921257229,0.7938551467308559,-0.5361397885098087,-0.8878977874752685,0.0452050628715015
60,0.12001200120012001,0.6846020724189332,0.7703690267324763,-0.5880902332320062,-0.844044976890841,0.022835889028562373
61,0.12201220122012202,0.6937085244844701,0.7457879512392108,-0.6377192903749502,-0.7936640460267859,0.008113139321944907
62,0.12401240124012401,0.7027054100203445,0.7201468582908137,-0.6848310575578287,-0.7371446575023778,0.000876553250951706
63,0.126012601260126,0.7115913080298537,0.6934821925711243,-0.7292395689798266,-0.6749239507788065,0.0009099808423449485
64,0.128012801280128,0.7203648150460181,0.6658318536078182,-0.7707695294889367,-0.6074831611794205,0.007943977985479078
65,0.13001300130013002,0.7290245453532483,0.6372351419043324,-0.8092570065301786,-0.535343897858129,0.02165878286927314
66,0.132013201320132,0.73756913120621,0.607732703080532,-0.8445500772418689,-0.45906410950337934,0.04168764754149373
67,0.134013401340134,0.7459972230458507,0.5773664701015035,-0.8765094281456444,-0.37923376898026245,0.06762049602144743
68,0.13601360136013602,0.754307489712552,0.5461796036766027,-0.9050089050630515,-0.29647031028716475,0.09900787803893829
69,0.13801380138013802,0.7624986186563782,0.5142164309134568,-0.9299360110880162,-0.2114138531190067,0.1353651853628123
70,0.14001400140014,0.7705693161443842,0.4815223823141193,-0.951192350649513,-0.12472225197188351,0.176177095837107
71,0.142014201420142,0.778518307464952,0.4481439272029289,-0.9686940179115843,-0.03706600808093507,0.22090220867536148
72,0.14401440144014402,0.7863443371291226,0.4141285076778495,-0.982371927977554,0.05087691645578722,0.26897783328520514
73,0.14601460146014603,0.7940461690688916,0.37952447117917,-0.9921720895910761,0.13842634225823278,0.3198248929152182
74,0.148014801480148,0.8016225868324384,0.3443810017714033,-0.9980558182575632,0.22490513339443005,0.37285290374070845
75,0.15001500150015,0.809072393776256,0.30874805023605945,-0.9999998889447426,0.3096444345715598,0.42746498963913265
76,0.15201520152015202,0.8163944132541524,0.2726762630746587,-0.9979966277595764,0.3919888442818315,0.48306289285106624
77,0.15401540154015403,0.8235874888030948,0.23621691052288227,-0.9920539422396678,0.47130148389239734,0.5390519409787067
78,0.156015601560156,0.8306504843258641,0.1994218136781942,-0.9821952901395821,0.5469689234732802,0.5948459313377563
79,0.15801580158015802,0.837582284270494,0.16234327084449282,-0.9684595868352935,0.6184059262653501,0.6498718945450433
80,0.16001600160016002,0.844381793806465,0.125033983198499,-0.9509010517122657,0.6850599750930887,0.7035747003857871
81,0.162016201620162,0.8510479389976253,0.08754697988352164,-0.9295889941435193,0.7464155457133733,0.755421470451001
82,0.164016401640164,0.8575796669718119,0.049935542637066774,-0.9046075399025024,0.8019980940488163,0.8049057637551925
83,0.16601660166016602,0.8639759460871439,0.012253130059435697,-0.8760552990907098,0.8513777264670669,0.8515515035229367
84,0.16801680168016803,0.870235766094964,-0.02544669836907017,-0.844044976890841,0.8941725247189607,0.8949166155540135
85,0.17001700170017,0.8763581382994003,-0.06311035841432197,-0.8087029286819922,0.9300514998193368,0.9345963510224229
86,0.172017201720172,0.8823420957135235,-0.10068431724972234,-0.7701686612729851,0.9587371520242518,0.9702262692150678
87,0.17401740174017402,0.8881866932120769,-0.1381151695444967,-0.7285942822226331,0.9800076171048778,1.0014848585498248
88,0.17601760176017603,0.8938910076807512,-0.17534971337076785,-0.6841438994206597,0.9936983823181131,1.0280957772074368
89,0.178017801780178,0.8994541381619855,-0.21233502582152963,-0.6369929732993227,0.9997035588020138,1.049829697843147
90,0.18001800180018002,0.9048752059972661,-0.24901853823203604,-0.5873276242327814,0.9979767005549325,1.0665057440873813
91,0.18201820182018202,0.9101533549659055,-0.2853481108976873,-0.535343897858129,0.9885311636641055,1.077992509874195
92,0.18401840184018403,0.9152877514202765,-0.32127210718222726,-0.4812469912181157,0.9714400030053003,1.084208656025234
93,0.186018601860186,0.9202775844174805,-0.35673946691090064,-0.4252504427802324,0.9468354072124812,1.0851230819388287
94,0.18801880188018802,0.9251220658474315,-0.39169977894427277,-0.3675752895294141,0.9149076762876196,1.0807546736613642
95,0.19001900190019003,0.9298204305573317,-0.4261033528295393,-0.3084491944616158,0.8759037497581578,1.0711716330243344
96,0.192019201920192,0.9343719364725225,-0.4599012894275057,-0.24810554792230527,0.8301252967658289,1.0564903958885403
97,0.19401940194019401,0.9387758647136907,-0.49304555041483766,-0.18678254633721186,0.7779263828587136,1.0368741508203547
98,0.19601960196019602,0.9430315197104095,-0.5254890265627974,-0.12472225197188351,0.7197107315323403,1.012530972708069
99,0.19801980198019803,0.9471382293110002,-0.5571856046954287,-0.0621696374314802,0.6559286016999403,0.9837115888840317
100,0.2000200020002,0.951095344888693,-0.5880902332320062,0.0006283813275002178,0.5870733052425613,0.9507067982267483
101,0.20202020202020202,0.9549022414440739,-0.618158986220605,0.06342391965656403,0.5136773915734072,0.9138445664534401
102,0.20402040204020402,0.9585583177037988,-0.6473491257717632,0.12596910269829514,0.4363085287262734,0.8734868233566042
103,0.20602060206020603,0.9620629962155607,-0.6756191628035092,0.18801704383079404,0.3555651128250542,0.8300259900678997
104,0.208020802080208,0.9654157234392937,-0.7029289160114108,0.2493228192112123,0.2720716398921469,0.7838812665312421
105,0.21002100210021002,0.9686159698346021,-0.7292395689798266,0.3096444345715598,0.18647387579168193,0.7354947112180172
106,0.21202120212021203,0.9716632299443965,-0.7545137253531891,0.3687437804504892,0.0994338616648492,0.6853271467065459
107,0.21402140214021403,0.9745570224747278,-0.7787154619889013,0.42638757209047023,0.011624793486883955,0.6338539260631807
108,0.21602160216021601,0.9772968903708044,-0.8018103800162982,0.4823482702902501,-0.07627418465107685,0.5815605959936794
109,0.21802180218021802,0.9798824008891807,-0.8237656537291002,0.5364049795776946,-0.16358323326482507,0.5289384934729501
110,0.22002200220022003,0.9823131456661062,-0.8445500772418695,0.5883443201576223,-0.24962707557829197,0.47648031300356697
111,0.22202220222022204,0.9845887407820233,-0.8641341088441479,0.6379612701927646,-0.3337402203352957,0.4246756817953443
112,0.22402240224022402,0.9867088268222054,-0.8824899129892415,0.6850599750930887,-0.4152721089268731,0.3740067799991795
113,0.22602260226022602,0.9886730689335236,-0.899591399857968,0.7294545206189484,-0.49359214702460996,0.3249440426698941
114,0.22802280228022803,0.9904811568773343,-0.9154142624411298,0.77096966674637,-0.568094581803713,0.27794197937886156
115,0.23002300230023,0.9921328050784798,-0.9299360110880162,0.8094415393976601,-0.6382031870337301,0.23343514635439355
116,0.23202320232023202,0.9936277526703927,-0.9431360054718161,0.8447182773068493,-0.7033757198009464,0.1918343047044796
117,0.23402340234023403,0.9949657635362977,-0.9549954839265214,0.876660631466572,-0.7631081143926541,0.15352279668369417
118,0.23602360236023603,0.9961466263465053,-0.9654975901136114,0.9051425147901722,-0.8169383809064655,0.11885317011660057
119,0.23802380238023801,0.9971701545917891,-0.9746273969806231,0.9300514998193368,-0.8644501784315184,0.08814407899898447
120,0.24002400240024002,0.9980361866128443,-0.982371927977554,0.9512892625126335,-0.9052760351654383,0.06167748598248546
121,0.24202420242024203,0.9987445856258205,-0.9887201755009355,0.9687719703631756,-0.9391001905616008,0.039696189926459846
122,0.24402440244024404,0.9992952397439254,-0.9936631165393703,0.9824306133133854,-0.9656610375246157,0.02240169899332478
123,0.24602460246024602,0.9996880619950972,-0.9971937254982884,0.9922112761606252,-0.9847531457652795,0.009952466892154455
124,0.24802480248024802,0.9999229903357406,-0.9993069841856992,0.998075351378418,-0.9962288506657121,0.0024625068627472935
125,0.25002500250025,0.9999999876605268,-0.9999998889447426,0.999999691513184,-0.9999993953658706,3.94863097663567e-07
126,0.252025202520252,0.9999190418082534,-0.9992714549229037,0.9979767005549325,-0.9960356172381745,0.0025886702021077346
127,0.254025402540254,0.9996801655637657,-0.9971227174718221,0.9920143639212372,-0.9843681734408175,0.010203638572363283
128,0.256025602560256,0.9992833966559372,-0.993556730675706,0.9821362169361397,-0.965087303805267,0.02277557911110395
129,0.25802580258025803,0.9987287977517105,-0.988578563010444,0.9683812519284042,-0.938342132891851,0.040189353777819736
130,0.26002600260026004,0.9980164564461996,-0.9821952901395818,0.9508037643158389,-0.9043395166115723,0.06228541401088439
131,0.26202620262026205,0.9971464852488549,-0.9744159848574079,0.9294731382832373,-0.8633424423347458,0.0888611963399385
132,0.264026402640264,0.9961190215656928,-0.9652517041934358,0.9044735728999477,-0.815667994860548,0.11967289541165671
133,0.266026602660266,0.9949342276775938,-0.9547154736966184,0.8759037497581585,-0.7616849039793268,0.1544375997598072
134,0.268026802680268,0.993592290714671,-0.9428222689216288,0.8438764434438704,-0.7018106925956535,0.19283577264125906
135,0.27002700270027,0.9920934226267145,-0.9295889941435193,0.8085180763781237,-0.6365084474694306,0.23451405739188835
136,0.27202720272027203,0.990437860149715,-0.9150344583310193,0.7699682197856894,-0.56628323755123,0.27908838405315517
137,0.27402740274027404,0.9886258647684731,-0.8991793484126142,0.7283790427610694,-0.4916782076136167,0.32614735150331164
138,0.27602760276027605,0.9866577226752997,-0.8820461998734093,0.6839147116065103,-0.41327037739159583,0.3752558570168049
139,0.27802780278027805,0.9845337447248137,-0.8636593647245656,0.6367507418130505,-0.3316661787230073,0.42595894309029125
140,0.28002800280028,0.9822542663848448,-0.844044976890841,0.5870733052425613,-0.24749676520607766,0.4777858295304874
141,0.282028202820282,0.9798196476834483,-0.8232309150654226,0.5350784952455258,-0.16141313065078944,0.5302540972127621
142,0.284028402840284,0.9772302731520419,-0.8012467630848553,0.4809715526154374,-0.07408107407955473,0.5828739886030692
143,0.28602860286028603,0.9744865517646705,-0.7781237678803845,0.4249660554351756,0.013823949780479274,0.6351527890999409
144,0.28802880288028804,0.9715889168734123,-0.7538947950654745,0.3672830760133348,0.10162205468550992,0.6865992525067824
145,0.29002900290029004,0.9685378261399339,-0.7285942822226331,0.30815030823836853,0.18863418133794366,0.7367280334936129
146,0.29202920292029205,0.9653337614632049,-0.7022581899559325,0.24780116879513367,0.2741873494534055,0.7850640897558117
147,0.294029402940294,0.9619772289033863,-0.6749239507788065,0.18647387579168193,0.35761986281065733,0.831147016726919
148,0.296029602960296,0.958468758601901,-0.6466304159097574,0.12441050843321295,0.4382864270268946,0.8745352781522511
149,0.298029802980298,0.9548089046977016,-0.6174178000516084,0.06185605145501101,0.5155631404758193,0.9148102965769236
150,0.3000300030003,0.9509982452397487,-0.5873276242327814,-0.0009425719137109366,0.5888523197471622,0.9515803688404186
151,0.30203020302030203,0.9470373820957113,-0.5564026567918415,-0.06373747463786449,0.6575871223259178,0.984484372991923
152,0.30403040304030404,0.9429269408569058,-0.5246868525891902,-0.12628078436897644,0.7212359307379991,1.013195234636738
153,0.30603060306030605,0.9386675707394886,-0.4922252905323145,-0.18832562187972424,0.779306464253889,1.0374231225813388
154,0.30803080308030806,0.9342599444819167,-0.4590641095033778,-0.24962707557829197,0.8313495863490257,1.0569183457492726
155,0.31003100310031,0.9297047582386931,-0.4252504427802324,-0.30994316825579615,0.8769627784727806,1.0714739256754453
156,0.312031203120312,0.9250027314704139,-0.3908323510440499,-0.3690358122507615,0.9157932532587532,1.0809278214343556
157,0.314031403140314,0.9201546068301348,-0.3558587540688133,-0.4266717492602175,0.9475406830978005,1.0851647865989045
158,0.31603160316031603,0.9151611500460738,-0.3203793611897318,-0.4826234710877466,0.9719595229701273,1.0841178407387226
159,0.31803180318031804,0.9100231498006693,-0.2844446006494253,-0.536670117693942,0.9888609095708872,1.0777693410281892
160,0.32003200320032005,0.904741417606014,-0.2481055479223044,-0.5885983490043675,0.9981141220408327,1.066151642720175
161,0.32203220322032206,0.8993167876756814,-0.2114138531190067,-0.6382031870337316,0.9996475930042544,1.0493473405271976
162,0.324032403240324,0.8937501167929679,-0.1744216675740859,-0.6852888250021145,0.9934494620945034,1.027489086311271
163,0.326032603260326,0.8880422841755685,-0.13718156972128218,-0.7296694002493932,0.9795676676859494,1.0007589818908427
164,0.328032803280328,0.8821941913367127,-0.09974649036175758,-0.7711697278969266,0.9581095761228957,0.9693875492009243
165,0.33003300330033003,0.8762067619427744,-0.06216963743148109,-0.8096259923604853,0.9292411513131081,0.9336522834639162
166,0.33203320332033204,0.8700809416673861,-0.02450442037471566,-0.8448863939848015,0.8931856711085985,0.8938757984164675
167,0.33403340334033405,0.8638176980420761,0.013195625768899344,-0.8768117482472569,0.8502220004015931,0.8504235759653116
168,0.33603360336033605,0.8574180203034537,0.05087691645578722,-0.9052760351654383,0.8006824342921266,0.8037013358859292
169,0.33803380338033806,0.8508829192369652,0.0884858938002349,-0.9301668967398937,0.7449501280089114,0.7541520443062177
170,0.34003400340034,0.8442134270172487,0.12596910269829514,-0.9513860804684872,0.6834561334613103,0.7022525827083669
171,0.342034203420342,0.8374105970451075,0.1632732668056135,-0.9688498271816807,0.6166760653427004,0.6485101020117406
172,0.344034403440344,0.8304755037811336,0.20034536426116833,-0.9824892016678072,0.5451264225706711,0.5934580889451658
173,0.34603460346034604,0.8234092425760036,0.23713270304930487,-0.9922503647832589,0.4693605935152382,0.5376521743572877
174,0.34803480348034804,0.8162129294974764,0.2735829958929512,-0.9980947859734807,0.3899645759119475,0.4816657153288943
175,0.35003500350035005,0.8088877011541163,0.3096444345715598,-0.9999993953658706,0.307552444563481,0.42608518492328656
176,0.35203520352035206,0.8014347145157754,0.3452657635581519,-0.9979566748342348,0.22276160188401467,0.3715054051237073
177,0.354035403540354,0.7938551467308562,0.38039635287078777,-0.9919746876753296,0.13624784802019987,0.31852465994651424
178,0.356035603560356,0.7861501949403897,0.41498627003493777,-0.9820770467803495,0.04868030867803825,0.26773972687301634
179,0.358035803580358,0.7783210760889565,0.4489863510544498,-0.9683028214269995,-0.03926374011444941,0.2197408656019574
180,0.36003600360036003,0.7703690267324763,0.4823482702902501,-0.9507063830600715,-0.12690411028184848,0.17510680368080653
181,0.36203620362036204,0.7622953028429046,0.5150246091474581,-0.9293571906692855,-0.21356296249868678,0.1343997588223904
182,0.36403640364036405,0.7541011796098583,0.5469689234732802,-0.9043395166115723,-0.29857004882077315,0.09816053765079319
183,0.36603660366036606,0.7457879512392108,0.5781358095698954,-0.8757521139600796,-0.3812678966023069,0.06690375024671963
184,0.36803680368036806,0.737356930748678,0.6084809687284952,-0.8437078266929738,-0.46101689360464543,0.04111317917955387
185,0.37003700370037,0.7288094497604395,0.6379612701927639,-0.8083331442607578,-0.5372002349668308,0.021237340725615006
186,0.372037203720372,0.7201468582908137,0.6665348124623078,-0.7697677022903773,-0.6092286937764027,0.007685274686341614
187,0.37403740374037403,0.711370524537037,0.6941609828488803,-0.7281637313969982,-0.676545178343295,0.0008225976456239792
188,0.37603760376037604,0.7024818346611615,0.7208005152007829,-0.683685456279183,-0.7386290409294299,0.0009678526533315468
189,0.37803780378037805,0.6934821925711243,0.7464155457133739,-0.6365084474694306,-0.7950001046088347,0.008389186206232857
190,0.38003800380038005,0.6843730196990063,0.77096966674637,-0.5868189282989361,-0.8452223771132475,0.023301381033192792
191,0.38203820382038206,0.6751557547765299,0.7944279785714403,-0.5348130398122279,-0.8889074229391076,0.04586327059663464
192,0.384038403840384,0.6658318536078182,0.8167571389765499,-0.48069606653327607,-0.9257173676349614,0.07617555841613066
193,0.386038603860386,0.6564027888394625,0.8379254106565478,-0.424681626139261,-0.9553675110331142,0.11427906232363505
194,0.38803880388038803,0.6468700497279272,0.8579027063226288,-0.36699082624061996,-0.9776285292139756,0.1601534005959605
195,0.39003900390039004,0.6372351419043327,0.8766606314665716,-0.30785139159582076,-0.9923282481723557,0.213716133602728
196,0.39203920392039204,0.6274995871366497,0.8941725247189602,-0.24749676520607766,-0.9993529754676092,0.2748223711819231
197,0.39403940394039405,0.6176649230893482,0.9104134957440239,-0.18616518683823685,-0.9986483795582067,0.3432648524369285
198,0.39603960396039606,0.6077327030805316,0.9253604606172418,-0.1240987526132587,-0.9902199100196696,0.41877450106484515
199,0.39803980398039807,0.5977044958366033,0.9389921746354233,-0.06154245937237223,-0.9741327553957686,0.5010214557038859
200,0.4000400040004,0.5875818852444951,0.9512892625126335,0.0012567624068758167,-0.9505113390089783,0.5896165711550261
201,0.402040204020402,0.5773664701015035,0.9622342459190394,0.06405102332727008,-0.9195383566297476,0.6841133827180653
202,0.40404040404040403,0.5670598638627709,0.9718115683235415,0.12659245357374832,-0.881453363447583,0.7840105223124778
203,0.40604060406040604,0.5566636943864519,0.9800076171048778,0.18863418133794366,-0.836550921272754,0.8887545715565195
204,0.40804080408040805,0.5461796036766027,0.9868107428997716,0.2499313073032362,-0.7851783202987834,0.997743333580827
205,0.41004100410041006,0.5356092476238395,0.9922112761606253,0.3102418713437526,-0.7277328930463512,1.1103295020818664
206,0.41204120412041206,0.5249542957437999,0.9962015408992254,0.36932780762137624,-0.6646589412634519,1.2258247030009497
207,0.41404140414041407,0.5142164309134568,0.9987758655969233,0.4269558843107279,-0.5964442995501642,1.343503881270944
208,0.416041604160416,0.5033973491053169,0.9999305912657851,0.4828986242426889,-0.52361656228609,1.4626100023277009
209,0.41804180418041803,0.49249875911955443,0.999664076649254,0.5369352028323757,-0.4467390030426201,1.5823590355585637
210,0.42004200420042004,0.4815223823141193,0.9979767005549325,0.5888523197471622,-0.3664062180406772,1.701945184575537
211,0.42204220422042205,0.4704699523328577,0.9948708613161674,0.6384450408739697,-0.28323952734879826,1.8205463271741966
212,0.42404240424042405,0.4593432148316964,0.9903509733832065,0.6855176072623165,-0.19788216939024256,1.9373296260869766
213,0.42604260426042606,0.4481439272029289,0.9844234610487674,0.7298842078499523,-0.11099432592636267,2.0514572701752862
214,0.42804280428042807,0.4368738582976453,0.977096749316941,0.7713697129208584,-0.02324801599465005,2.1620923045407947
215,0.43004300430043,0.4255347881463568,0.9683812519284046,0.8098103654004432,0.0646781017065867,2.268404507181791
216,0.43204320432043203,0.41412850767784987,0.9582893565589663,0.8450544272591298,0.15210397778687226,2.369576269282818
217,0.43404340434043404,0.40265681843632184,0.9468354072124812,0.8769627784727806,0.23835343188824845,2.464808436009832
218,0.43604360436043604,0.39112153229684093,0.9340356838331574,0.9054094661756701,0.3227593824856287,2.553326064791297
219,0.43804380438043805,0.37952447117917,0.919908379166238,0.930282201838294,0.40466900631378167,2.6343840584974836
220,0.44004400440044006,0.3678674667600099,0.9044735728999469,0.9514828045075169,0.48344878751626696,2.7072726316837405
221,0.44204420442044207,0.3561523601836956,0.8877532031254415,0.968927588359415,0.5584894174645452,2.7713225691330976
222,0.4440444044404441,0.3443810017714029,0.8697710351553511,0.9825476930350359,0.6292105073504737,2.8259102373122635
223,0.446044604460446,0.3325552507289003,0.8505526277452164,0.9922893554551188,0.6950650771034113,2.8704623110326466
224,0.44804480448044803,0.32067697485290164,0.8301252967658289,0.9981141220408327,0.7555437859132342,2.904460179572798
225,0.45004500450045004,0.30874805023605945,0.8085180763781237,0.9999990005028314,0.8101788716389708,2.9274439987559853
226,0.45204520452045205,0.29677036097065074,0.7857616777657946,0.9979365505994601,0.8585477686343911,2.9390163579702966
227,0.45404540454045406,0.28474579885099444,0.7618884454842968,0.9919349135058615,0.9002763760091149,2.9388455338502673
228,0.45604560456045606,0.2726762630746587,0.7369323114882641,0.9820177796780523,0.9350419510474062,2.9266683052883815
229,0.45804580458045807,0.26056365994249236,0.710928746902704,0.9682242953388206,0.9625756054060435,2.90229230759006
230,0.46004600460046,0.24840990255754153,0.6839147116065103,0.9506089079545773,0.9826643847848266,2.8655979069034556
231,0.46204620462046203,0.2362169105228827,0.6559286016999403,0.9292411513131081,0.9951529159848802,2.8165395795208115
232,0.46404640464046404,0.22398660963844078,0.6270101949307478,0.9042053710506129,0.9999446086158543,2.755146784235656
233,0.46604660466046605,0.2117209315968168,0.5972005941565187,0.8756003917114445,0.9970024021576412,2.6815243196224214
234,0.46804680468046805,0.1994218136781942,0.5665421689235839,0.8435391266547965,0.986349052598574,2.5958521618551487
235,0.47004700470047006,0.1870911984443552,0.5350784952455258,0.8081481323481505,0.9680669564331601,2.4983847824711916
236,0.47204720472047207,0.17473103343186983,0.5028542936668969,0.7695671088068397,0.9422975133806079,2.389449949286214
237,0.4740474047404741,0.16234327084449238,0.4699153657001736,0.7279483481516712,0.9092400327530891,2.2694470174494263
238,0.47604760476047603,0.14992986724482799,0.4363085287262734,0.6834561334613103,0.8691501919322453,2.1388447213646566
239,0.47804780478047804,0.13749278324530173,0.40208154945119473,0.6362660902923781,0.8223380588765768,1.9981784818654513
240,0.48004800480048004,0.12503398319849945,0.3672830760133348,0.5865644934270223,0.7691656939543123,1.848047246593169
241,0.48204820482048205,0.11255543488690628,0.3319625688380025,0.5345475315844409,0.7100443496499382,1.6891098849592878
242,0.48404840484048406,0.10005910921211282,0.2961702303373801,0.4804205329988219,0.6454312898027987,1.5220811623511135
243,0.48604860486048607,0.0875469798835212,0.25995693355588495,0.4243971549205661,0.575826252978806,1.3477273213387782
244,0.4880488048804881,0.07502102310661463,0.2233741498623359,0.3666985402401141,0.5017675873287052,1.1668613005377697
245,0.49004900490049,0.06248321727082614,0.18647387579168193,0.30755244456348274,0.4238280868271685,0.9803376244531592
246,0.49204920492049203,0.049935542637066774,0.14930855914030944,0.24719233718518238,0.3426105610965894,0.789047000059148
